Monday	ორშაბათი
soft	ფაფუკი
arrogant	გოროზი
theorbo	თეორბო
tattoo	სვირინგი
rage	რისხვა
vise	გირაგი
footballer	ფეხბურთელი
chew	ცოხნა
chew	ღეჭვა
wild thyme	ურცი
greeting	მისალმება
oology	ოოლოგია
intrude	ჩარევა
twenty-two	ოცდაორი
twenty-three	ოცდასამი
twenty-four	ოცდაოთხი
twenty-five	ოცდახუთი
twenty-six	ოცდაექვსი
twenty-seven	ოცდაშვიდი
twenty-eight	ოცდარვა
twenty-nine	ოცდაცხრა
village	სასხორელი
Sikhism	სიქიზმი
Qatar	ყატარი
Khmer Republic	ქმერის რესპუბლიკა
Kingdom of Cambodia	კამბოჯის სამეფო
Yaren District	იარენი
Ochamchire	ოჩამჩირე
Ulaanbaatar	ულან-ბატორი
Dagestan	დაღესტანი
Dzidziguri	ძიძიგური
Taoism	დაოსიზმი
German	გერმანული ენა
cohabitation	კოჰაბიტაცია
wineskin	რუმბი
bladdernut	ჯონჯოლი
Haggai	ანგია
Guam	გუამი
Mount Everest	ევერესტი
protestantism	პროტესტანტიზმი
penis	ჭუჭუ
Tripoli	ტრიპოლი
bellows	ფუქსი
Wikimedia	ვიკიმედია
effusion	ეფუზია
Khutsuri	ხუცური
Rtskhiladze	რცხილაძე
tur	ჯიხვი
raisin	ჩამიჩი
blood	კოტოში
bird	მფრინველი
hemolymph	ჰემოლიმფა
mass grave	მასიური საფლავი
haematology	ჰემატოლოგია
epistemology	ეპისტემოლოგია
up	ზე
wild duck	ხვირიკა
lobster	კირჩხიბი
Kigali	კიგალი
Agidel	აგიდელი
snow leopard	ირბისი
snow leopard	თოვლის ლეოპარდი
Icelandic	ისლანდიური ენა
kiang	კიანგი
Lasurashvili	ლასურაშვილი
Cairo	კაირო
medlar	ზღმარტლი
thirty-two	ოცდათორმეტი
thirty-three	ოცდაცამეტი
thirty-four	ოცდათოთხმეტი
thirty-five	ოცდათხუთმეტი
thirty-six	ოცდათექვსმეტი
thirty-seven	ოცდაჩვიდმეტი
thirty-eight	ოცდათვრამეტი
thirty-nine	ოცდაცხრამეტი
forty-one	ორმოცდაერთი
forty-two	ორმოცდაორი
forty-one	ორმოცდასამი
forty-four	ორმოცდაოთხი
forty-five	ორმოცდახუთი
forty-six	ორმოცდაექვსი
forty-seven	ორმოცდაშვიდი
forty-eight	ორმოცდარვა
forty-nine	ორმოცდაცხრა
fifty-one	ორმოცდათერთმეტი
fifty-two	ორმოცდათორმეტი
fifty-three	ორმოცდაცამეტი
fifty-four	ორმოცდათოთხმეტი
fifty-five	ორმოცდათხუთმეტი
fifty-six	ორმოცდათექვსმეტი
fifty-seven	ორმოცდაჩვიდმეტი
fifty-eight	ორმოცდათვრამეტი
fifty-nine	ორმოცდაცხრამეტი
sixty-one	სამოცდაერთი
sixty-two	სამოცდაორი
sixty-three	სამოცდასამი
sixty-four	სამოცდაოთხი
sixty-five	სამოცდახუთი
sixty-six	სამოცდაექვსი
sixty-seven	სამოცდაშვიდი
sixty-eight	სამოცდარვა
sixty-nine	სამოცდაცხრა
seventy-one	სამოცდათერთმეტი
seventy-two	სამოცდათორმეტი
seventy-three	სამოცდაცამეტი
seventy-four	სამოცდათოთხმეტი
seventy-five	სამოცდათხუთმეტი
seventy-six	სამოცდათექვსმეტი
seventy-seven	სამოცდაჩვიდმეტი
seventy-eight	სამოცდათვრამეტი
seventy-nine	სამოცდაცხრამეტი
eighty-one	ოთხმოცდაერთი
eighty-two	ოთხმოცდაორი
eighty-three	ოთხმოცდასამი
eighty-four	ოთხმოცდაოთხი
eighty-five	ოთხმოცდახუთი
eighty-six	ოთხმოცდაექვსი
eighty-seven	ოთხმოცდაშვიდი
eighty-eight	ოთხმოცდარვა
eighty-nine	ოთხმოცდაცხრა
ninety-one	ოთხმოცდათერთმეტი
ninety-two	ოთხმოცდათორმეტი
ninety-three	ოთხმოცდაცამეტი
ninety-four	ოთხმოცდათოთხმეტი
ninety-five	ოთხმოცდათხუთმეტი
ninety-six	ოთხმოცდათექვსმეტი
